Season,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST
2324,D2,2023-07-28,Hamburg,Schalke 04,5,3,H,31.0,11.0,14.0,6.0
2324,D2,2023-07-29,Fortuna Dusseldorf,Hertha,1,0,H,9.0,12.0,2.0,4.0
2324,D2,2023-07-29,Hannover,Elversberg,2,2,D,10.0,23.0,4.0,9.0
2324,D2,2023-07-29,Kaiserslautern,St Pauli,1,2,A,10.0,14.0,3.0,5.0
2324,D2,2023-07-29,Osnabruck,Karlsruhe,2,3,A,18.0,14.0,7.0,8.0
2324,D2,2023-07-29,Wehen,Magdeburg,1,1,D,9.0,11.0,1.0,3.0
2324,D2,2023-07-30,Braunschweig,Holstein Kiel,0,1,A,9.0,15.0,2.0,4.0
2324,D2,2023-07-30,Greuther Furth,Paderborn,5,0,H,24.0,7.0,11.0,0.0
2324,D2,2023-07-30,Hansa Rostock,Nurnberg,2,0,H,14.0,18.0,4.0,7.0
2324,D2,2023-08-04,Hertha,Wehen,0,1,A,21.0,12.0,8.0,5.0
2324,D2,2023-08-04,Paderborn,Osnabruck,1,1,D,15.0,15.0,5.0,5.0
2324,E1,2023-08-04,Sheffield Weds,Southampton,1,2,A,8.0,23.0,1.0,7.0
2324,D2,2023-08-05,Elversberg,Hansa Rostock,1,2,A,13.0,17.0,4.0,5.0
2324,D2,2023-08-05,Holstein Kiel,Greuther Furth,2,1,H,9.0,15.0,4.0,2.0
2324,D2,2023-08-05,Schalke 04,Kaiserslautern,3,0,H,16.0,10.0,8.0,4.0
2324,D2,2023-08-05,St Pauli,Fortuna Dusseldorf,0,0,D,13.0,10.0,5.0,3.0
2324,E1,2023-08-05,Blackburn,West Brom,2,1,H,12.0,14.0,3.0,4.0
2324,E1,2023-08-05,Bristol City,Preston,1,1,D,5.0,11.0,2.0,3.0
2324,E1,2023-08-05,Middlesbrough,Millwall,0,1,A,16.0,12.0,2.0,2.0
2324,E1,2023-08-05,Norwich,Hull,2,1,H,28.0,8.0,5.0,3.0
2324,E1,2023-08-05,Plymouth,Huddersfield,3,1,H,14.0,15.0,7.0,3.0
2324,E1,2023-08-05,Stoke,Rotherham,4,1,H,15.0,6.0,6.0,3.0
2324,E1,2023-08-05,Swansea,Birmingham,1,1,D,11.0,11.0,6.0,5.0
2324,E1,2023-08-05,Watford,QPR,4,0,H,23.0,4.0,12.0,1.0
2324,F2,2023-08-05,Ajaccio,Rodez,1,1,D,19.0,8.0,6.0,3.0
2324,F2,2023-08-05,Amiens,Quevilly Rouen,1,0,H,5.0,6.0,2.0,2.0
2324,F2,2023-08-05,Annecy,Guingamp,1,4,A,11.0,15.0,4.0,8.0
2324,F2,2023-08-05,Concarneau,Bastia,0,0,D,13.0,8.0,3.0,1.0
2324,F2,2023-08-05,Dunkerque,Troyes,2,2,D,16.0,14.0,5.0,7.0
2324,F2,2023-08-05,Laval,Angers,1,0,H,13.0,6.0,5.0,2.0
2324,F2,2023-08-05,Paris FC,Caen,0,2,A,2.0,12.0,0.0,5.0
2324,F2,2023-08-05,St Etienne,Grenoble,0,1,A,17.0,13.0,4.0,5.0
2324,F2,2023-08-05,Valenciennes,Auxerre,1,4,A,12.0,19.0,5.0,6.0
2324,D2,2023-08-06,Karlsruhe,Hamburg,2,2,D,17.0,13.0,4.0,7.0
2324,D2,2023-08-06,Magdeburg,Braunschweig,2,1,H,14.0,9.0,5.0,4.0
2324,D2,2023-08-06,Nurnberg,Hannover,2,2,D,8.0,19.0,3.0,6.0
2324,E1,2023-08-06,Leeds,Cardiff,2,2,D,25.0,7.0,6.0,2.0
2324,E1,2023-08-06,Leicester,Coventry,2,1,H,20.0,20.0,7.0,6.0
2324,E1,2023-08-06,Sunderland,Ipswich,1,2,A,20.0,13.0,4.0,5.0
2324,F2,2023-08-07,Pau FC,Bordeaux,3,0,H,7.0,15.0,4.0,6.0
2324,SP2,2023-08-11,Amorebieta,Levante,1,1,D,11.0,7.0,3.0,2.0
2324,SP2,2023-08-11,Valladolid,Sp Gijon,2,0,H,17.0,11.0,5.0,4.0
2324,E1,2023-08-12,Birmingham,Leeds,1,0,H,10.0,7.0,2.0,1.0
2324,E1,2023-08-12,Cardiff,QPR,1,2,A,15.0,7.0,4.0,3.0
2324,E1,2023-08-12,Coventry,Middlesbrough,3,0,H,12.0,14.0,5.0,2.0
2324,E1,2023-08-12,Huddersfield,Leicester,0,1,A,13.0,17.0,3.0,6.0
2324,E1,2023-08-12,Hull,Sheffield Weds,4,2,H,16.0,6.0,7.0,2.0
2324,E1,2023-08-12,Ipswich,Stoke,2,0,H,22.0,9.0,10.0,2.0
2324,E1,2023-08-12,Millwall,Bristol City,0,1,A,10.0,13.0,2.0,1.0
2324,E1,2023-08-12,Preston,Sunderland,2,1,H,11.0,13.0,2.0,4.0
2324,E1,2023-08-12,Rotherham,Blackburn,2,2,D,9.0,21.0,3.0,6.0
2324,E1,2023-08-12,Southampton,Norwich,4,4,D,31.0,15.0,11.0,6.0
2324,E1,2023-08-12,Watford,Plymouth,0,0,D,20.0,13.0,3.0,5.0
2324,E1,2023-08-12,West Brom,Swansea,3,2,H,11.0,13.0,3.0,4.0
2324,F2,2023-08-12,Angers,Annecy,0,0,D,12.0,5.0,1.0,2.0
2324,F2,2023-08-12,Auxerre,Amiens,0,1,A,15.0,7.0,0.0,1.0
2324,F2,2023-08-12,Bastia,Valenciennes,3,0,H,15.0,3.0,7.0,1.0
2324,F2,2023-08-12,Caen,Pau FC,2,0,H,23.0,7.0,5.0,2.0
2324,F2,2023-08-12,Grenoble,Paris FC,2,0,H,11.0,3.0,7.0,3.0
2324,F2,2023-08-12,Guingamp,Dunkerque,0,1,A,16.0,9.0,3.0,5.0
2324,F2,2023-08-12,Quevilly Rouen,Ajaccio,0,1,A,4.0,3.0,2.0,3.0
2324,F2,2023-08-12,Rodez,St Etienne,2,1,H,21.0,15.0,7.0,8.0
2324,F2,2023-08-12,Troyes,Laval,3,1,H,9.0,19.0,6.0,3.0
2324,SP2,2023-08-12,Elche,Ferrol,0,1,A,14.0,10.0,1.0,2.0
2324,SP2,2023-08-12,Santander,Eibar,4,0,H,11.0,14.0,8.0,3.0
2324,SP2,2023-08-12,Zaragoza,Villarreal B,2,0,H,16.0,11.0,7.0,2.0
2324,SP2,2023-08-13,Albacete,Espanol,1,1,D,17.0,8.0,6.0,3.0
2324,SP2,2023-08-13,Burgos,Huesca,1,1,D,19.0,4.0,5.0,2.0
2324,SP2,2023-08-13,Cartagena,Eldense,0,1,A,12.0,8.0,2.0,2.0
2324,SP2,2023-08-13,Leganes,Andorra,0,1,A,12.0,13.0,4.0,3.0
2324,F2,2023-08-14,Bordeaux,Concarneau,1,0,H,16.0,10.0,5.0,4.0
2324,SP2,2023-08-14,Mirandes,Alcorcon,4,0,H,17.0,18.0,6.0,6.0
2324,SP2,2023-08-14,Tenerife,Oviedo,1,0,H,10.0,7.0,3.0,0.0
2324,D2,2023-08-18,Kaiserslautern,Elversberg,3,2,H,20.0,21.0,8.0,9.0
2324,D2,2023-08-18,Wehen,Karlsruhe,1,0,H,11.0,15.0,4.0,7.0
2324,E1,2023-08-18,Leeds,West Brom,1,1,D,16.0,4.0,4.0,2.0
2324,I2,2023-08-18,Bari,Palermo,0,0,D,11.0,16.0,3.0,2.0
2324,SP2,2023-08-18,Andorra,Cartagena,3,2,H,17.0,5.0,5.0,3.0
2324,SP2,2023-08-18,Zaragoza,Valladolid,1,0,H,12.0,11.0,5.0,5.0
2324,D2,2023-08-19,Fortuna Dusseldorf,Paderborn,1,2,A,26.0,10.0,6.0,6.0
2324,D2,2023-08-19,Greuther Furth,St Pauli,0,0,D,16.0,6.0,2.0,1.0
2324,D2,2023-08-19,Hamburg,Hertha,3,0,H,27.0,11.0,7.0,2.0
2324,D2,2023-08-19,Hansa Rostock,Hannover,1,2,A,10.0,8.0,2.0,2.0
2324,E1,2023-08-19,Blackburn,Hull,1,2,A,14.0,19.0,3.0,5.0
2324,E1,2023-08-19,Bristol City,Birmingham,0,2,A,19.0,16.0,0.0,6.0
2324,E1,2023-08-19,Leicester,Cardiff,2,1,H,15.0,10.0,6.0,4.0
2324,E1,2023-08-19,Middlesbrough,Huddersfield,1,1,D,17.0,16.0,7.0,2.0
2324,E1,2023-08-19,Plymouth,Southampton,1,2,A,15.0,19.0,2.0,9.0
2324,E1,2023-08-19,QPR,Ipswich,0,1,A,10.0,16.0,4.0,3.0
2324,E1,2023-08-19,Sheffield Weds,Preston,0,1,A,8.0,5.0,3.0,2.0
2324,E1,2023-08-19,Stoke,Watford,1,0,H,13.0,10.0,2.0,3.0
2324,E1,2023-08-19,Sunderland,Rotherham,2,1,H,11.0,4.0,4.0,1.0
2324,E1,2023-08-19,Swansea,Coventry,1,1,D,7.0,11.0,3.0,2.0
2324,F2,2023-08-19,Amiens,Bastia,2,1,H,17.0,11.0,6.0,4.0
2324,F2,2023-08-19,Angers,Auxerre,2,2,D,12.0,13.0,5.0,5.0
2324,F2,2023-08-19,Annecy,Dunkerque,3,0,H,11.0,4.0,4.0,2.0
2324,F2,2023-08-19,Concarneau,Caen,0,2,A,14.0,11.0,4.0,3.0
2324,F2,2023-08-19,Grenoble,Troyes,0,0,D,18.0,6.0,7.0,1.0
2324,F2,2023-08-19,Laval,Rodez,1,0,H,9.0,7.0,4.0,1.0
2324,F2,2023-08-19,Pau FC,Paris FC,2,0,H,9.0,14.0,3.0,5.0
2324,F2,2023-08-19,St Etienne,Quevilly Rouen,2,1,H,5.0,10.0,2.0,1.0
2324,F2,2023-08-19,Valenciennes,Guingamp,0,0,D,9.0,6.0,3.0,3.0
2324,I2,2023-08-19,Cosenza,Ascoli,3,0,H,22.0,4.0,6.0,0.0
2324,I2,2023-08-19,Cremonese,Catanzaro,0,0,D,17.0,6.0,3.0,2.0
2324,I2,2023-08-19,Ternana,Sampdoria,1,2,A,14.0,13.0,3.0,6.0
2324,SP2,2023-08-19,Alcorcon,Leganes,0,2,A,15.0,7.0,2.0,4.0
2324,SP2,2023-08-19,Eibar,Elche,2,1,H,11.0,13.0,5.0,3.0
2324,SP2,2023-08-19,Espanol,Santander,2,0,H,20.0,12.0,6.0,2.0
2324,SP2,2023-08-19,Levante,Burgos,3,2,H,18.0,16.0,11.0,8.0
2324,D2,2023-08-20,Braunschweig,Schalke 04,1,0,H,17.0,11.0,6.0,3.0
2324,D2,2023-08-20,Holstein Kiel,Magdeburg,2,4,A,17.0,18.0,8.0,10.0
2324,D2,2023-08-20,Osnabruck,Nurnberg,2,3,A,15.0,20.0,3.0,7.0
2324,E1,2023-08-20,Norwich,Millwall,3,1,H,20.0,10.0,5.0,2.0
2324,I2,2023-08-20,Cittadella,Reggiana,1,0,H,13.0,8.0,3.0,1.0
2324,I2,2023-08-20,Parma,FeralpiSalo,2,0,H,15.0,13.0,4.0,2.0
2324,I2,2023-08-20,Sudtirol,Spezia,3,3,D,10.0,17.0,4.0,5.0
2324,I2,2023-08-20,Venezia,Como,3,0,H,18.0,12.0,6.0,3.0
2324,SP2,2023-08-20,Albacete,Amorebieta,2,2,D,18.0,13.0,8.0,3.0
2324,SP2,2023-08-20,Oviedo,Ferrol,1,1,D,16.0,5.0,3.0,1.0
2324,SP2,2023-08-20,Sp Gijon,Mirandes,3,0,H,12.0,22.0,7.0,11.0
2324,F2,2023-08-21,Ajaccio,Bordeaux,0,0,D,9.0,15.0,2.0,4.0
2324,SP2,2023-08-21,Huesca,Tenerife,0,2,A,12.0,11.0,4.0,5.0
2324,SP2,2023-08-21,Villarreal B,Eldense,3,1,H,13.0,11.0,6.0,3.0
2324,D2,2023-08-25,Paderborn,Kaiserslautern,1,2,A,15.0,12.0,5.0,3.0
2324,D2,2023-08-25,Schalke 04,Holstein Kiel,0,2,A,13.0,14.0,4.0,5.0
2324,E1,2023-08-25,Hull,Bristol City,1,1,D,13.0,19.0,9.0,5.0
2324,I2,2023-08-25,Sampdoria,Pisa,0,2,A,12.0,8.0,2.0,3.0
2324,SP2,2023-08-25,Cartagena,Levante,0,1,A,9.0,13.0,3.0,5.0
2324,D2,2023-08-26,Elversberg,Fortuna Dusseldorf,0,5,A,13.0,15.0,4.0,8.0
2324,D2,2023-08-26,Hannover,Hamburg,0,1,A,19.0,11.0,5.0,4.0
2324,D2,2023-08-26,Hansa Rostock,Osnabruck,2,1,H,12.0,13.0,5.0,3.0
2324,D2,2023-08-26,Hertha,Greuther Furth,5,0,H,14.0,17.0,7.0,6.0
2324,E1,2023-08-26,Birmingham,Plymouth,2,1,H,13.0,16.0,4.0,8.0
2324,E1,2023-08-26,Cardiff,Sheffield Weds,2,1,H,12.0,11.0,4.0,2.0
2324,E1,2023-08-26,Coventry,Sunderland,0,0,D,17.0,15.0,6.0,2.0
2324,E1,2023-08-26,Huddersfield,Norwich,0,4,A,18.0,9.0,5.0,5.0
2324,E1,2023-08-26,Ipswich,Leeds,3,4,A,21.0,14.0,6.0,9.0
2324,E1,2023-08-26,Millwall,Stoke,1,0,H,17.0,20.0,7.0,2.0
2324,E1,2023-08-26,Preston,Swansea,2,1,H,11.0,10.0,3.0,1.0
2324,E1,2023-08-26,Rotherham,Leicester,1,2,A,8.0,15.0,1.0,7.0
2324,E1,2023-08-26,Southampton,QPR,2,1,H,7.0,11.0,3.0,5.0
2324,E1,2023-08-26,West Brom,Middlesbrough,4,2,H,7.0,15.0,4.0,5.0
2324,F2,2023-08-26,Auxerre,Grenoble,0,0,D,15.0,7.0,2.0,4.0
2324,F2,2023-08-26,Bastia,Troyes,3,2,H,24.0,9.0,6.0,6.0
2324,F2,2023-08-26,Bordeaux,Amiens,2,0,H,17.0,12.0,7.0,2.0
2324,F2,2023-08-26,Caen,Ajaccio,3,0,H,10.0,5.0,4.0,2.0
2324,F2,2023-08-26,Dunkerque,Angers,0,1,A,14.0,7.0,9.0,3.0
2324,F2,2023-08-26,Guingamp,Pau FC,4,0,H,23.0,13.0,9.0,6.0
2324,F2,2023-08-26,Paris FC,Concarneau,3,0,H,13.0,13.0,6.0,4.0
2324,F2,2023-08-26,Quevilly Rouen,Laval,0,0,D,7.0,11.0,2.0,2.0
2324,F2,2023-08-26,Rodez,Valenciennes,0,1,A,19.0,10.0,7.0,4.0
2324,I2,2023-08-26,Como,Reggiana,2,2,D,10.0,12.0,4.0,5.0
2324,I2,2023-08-26,Cremonese,Bari,0,1,A,25.0,7.0,5.0,1.0
2324,I2,2023-08-26,FeralpiSalo,Sudtirol,0,2,A,7.0,9.0,1.0,4.0
2324,I2,2023-08-26,Modena,Ascoli,1,0,H,13.0,8.0,3.0,5.0
2324,I2,2023-08-26,Parma,Cittadella,2,0,H,10.0,19.0,3.0,0.0
2324,I2,2023-08-26,Venezia,Cosenza,1,1,D,20.0,4.0,4.0,1.0
2324,SP2,2023-08-26,Burgos,Oviedo,1,0,H,16.0,9.0,5.0,3.0
2324,SP2,2023-08-26,Elche,Villarreal B,1,0,H,19.0,12.0,8.0,3.0
2324,SP2,2023-08-26,Tenerife,Zaragoza,0,1,A,14.0,7.0,2.0,4.0
2324,SP2,2023-08-26,Valladolid,Alcorcon,0,2,A,28.0,12.0,2.0,5.0
2324,D2,2023-08-27,Karlsruhe,Braunschweig,2,0,H,22.0,9.0,9.0,0.0
2324,D2,2023-08-27,Nurnberg,Wehen,2,1,H,13.0,15.0,4.0,2.0
2324,D2,2023-08-27,St Pauli,Magdeburg,0,0,D,26.0,5.0,12.0,2.0
2324,E1,2023-08-27,Watford,Blackburn,0,1,A,24.0,5.0,4.0,3.0
2324,I2,2023-08-27,Catanzaro,Ternana,2,1,H,15.0,25.0,5.0,7.0
2324,SP2,2023-08-27,Amorebieta,Andorra,3,0,H,9.0,15.0,4.0,5.0
2324,SP2,2023-08-27,Ferrol,Sp Gijon,2,0,H,13.0,6.0,3.0,1.0
2324,SP2,2023-08-27,Leganes,Albacete,2,0,H,11.0,12.0,2.0,3.0
2324,SP2,2023-08-27,Mirandes,Espanol,0,1,A,5.0,17.0,1.0,4.0
2324,F2,2023-08-28,Annecy,St Etienne,1,1,D,17.0,10.0,5.0,4.0
2324,SP2,2023-08-28,Eldense,Eibar,2,1,H,7.0,12.0,4.0,2.0
2324,SP2,2023-08-28,Santander,Huesca,0,0,D,10.0,14.0,0.0,0.0
2324,I2,2023-08-29,Ascoli,FeralpiSalo,3,0,H,19.0,5.0,5.0,4.0
2324,I2,2023-08-29,Cosenza,Modena,1,2,A,12.0,10.0,2.0,5.0
2324,I2,2023-08-29,Pisa,Parma,1,2,A,16.0,9.0,2.0,2.0
2324,I2,2023-08-29,Reggiana,Palermo,1,3,A,15.0,18.0,2.0,9.0
2324,I2,2023-08-30,Bari,Cittadella,1,1,D,14.0,17.0,4.0,5.0
2324,I2,2023-08-30,Catanzaro,Spezia,3,0,H,10.0,8.0,5.0,2.0
2324,I2,2023-08-30,Sampdoria,Venezia,1,2,A,17.0,13.0,5.0,5.0
2324,I2,2023-08-30,Ternana,Cremonese,0,1,A,10.0,17.0,4.0,4.0
2324,D2,2023-09-01,Braunschweig,St Pauli,1,1,D,9.0,19.0,1.0,5.0
2324,D2,2023-09-01,Fortuna Dusseldorf,Karlsruhe,3,1,H,19.0,10.0,5.0,8.0
2324,SP2,2023-09-01,Albacete,Valladolid,2,0,H,9.0,7.0,3.0,1.0
2324,SP2,2023-09-01,Alcorcon,Ferrol,1,1,D,12.0,7.0,3.0,2.0
2324,D2,2023-09-02,Holstein Kiel,Paderborn,2,1,H,19.0,13.0,6.0,2.0
2324,D2,2023-09-02,Kaiserslautern,Nurnberg,3,1,H,12.0,18.0,4.0,4.0
2324,D2,2023-09-02,Magdeburg,Hertha,6,4,H,23.0,12.0,12.0,7.0
2324,D2,2023-09-02,Wehen,Schalke 04,1,1,D,14.0,15.0,3.0,5.0
2324,E1,2023-09-02,Birmingham,Millwall,1,1,D,17.0,9.0,4.0,3.0
2324,E1,2023-09-02,Coventry,Watford,3,3,D,16.0,14.0,7.0,5.0
2324,E1,2023-09-02,Ipswich,Cardiff,3,2,H,19.0,13.0,7.0,5.0
2324,E1,2023-09-02,Leeds,Sheffield Weds,0,0,D,16.0,10.0,4.0,5.0
2324,E1,2023-09-02,Leicester,Hull,0,1,A,21.0,7.0,1.0,4.0
2324,E1,2023-09-02,Middlesbrough,QPR,0,2,A,16.0,11.0,9.0,3.0
2324,E1,2023-09-02,Plymouth,Blackburn,3,0,H,23.0,20.0,9.0,4.0
2324,E1,2023-09-02,Rotherham,Norwich,2,1,H,9.0,17.0,3.0,5.0
2324,E1,2023-09-02,Stoke,Preston,0,2,A,18.0,7.0,1.0,3.0
2324,E1,2023-09-02,Sunderland,Southampton,5,0,H,18.0,13.0,10.0,2.0
2324,E1,2023-09-02,Swansea,Bristol City,1,2,A,12.0,16.0,4.0,4.0
2324,E1,2023-09-02,West Brom,Huddersfield,1,2,A,10.0,14.0,5.0,4.0
2324,F2,2023-09-02,Ajaccio,Dunkerque,2,2,D,10.0,10.0,3.0,4.0
2324,F2,2023-09-02,Amiens,Guingamp,4,1,H,11.0,12.0,7.0,4.0
2324,F2,2023-09-02,Angers,Paris FC,2,0,H,11.0,9.0,4.0,3.0
2324,F2,2023-09-02,Bordeaux,Auxerre,2,4,A,20.0,15.0,9.0,6.0
2324,F2,2023-09-02,Concarneau,Annecy,1,1,D,10.0,17.0,2.0,7.0
2324,F2,2023-09-02,Grenoble,Bastia,0,0,D,22.0,11.0,3.0,1.0
2324,F2,2023-09-02,Laval,Caen,2,1,H,9.0,5.0,3.0,2.0
2324,F2,2023-09-02,Pau FC,Rodez,2,2,D,10.0,17.0,3.0,8.0
2324,F2,2023-09-02,St Etienne,Valenciennes,0,0,D,11.0,9.0,1.0,3.0
2324,F2,2023-09-02,Troyes,Quevilly Rouen,2,2,D,10.0,10.0,4.0,3.0
2324,I2,2023-09-02,Modena,Pisa,2,0,H,14.0,6.0,4.0,2.0
2324,I2,2023-09-02,Palermo,FeralpiSalo,3,0,H,16.0,8.0,6.0,0.0
2324,I2,2023-09-02,Parma,Reggiana,0,0,D,18.0,8.0,4.0,1.0
2324,I2,2023-09-02,Sudtirol,Ascoli,3,1,H,7.0,14.0,4.0,4.0
2324,SP2,2023-09-02,Elche,Santander,1,1,D,22.0,12.0,6.0,6.0
2324,SP2,2023-09-02,Levante,Oviedo,1,1,D,17.0,11.0,4.0,2.0
2324,SP2,2023-09-02,Sp Gijon,Burgos,2,1,H,17.0,5.0,2.0,2.0
2324,SP2,2023-09-02,Villarreal B,Cartagena,1,2,A,17.0,12.0,6.0,5.0
2324,D2,2023-09-03,Greuther Furth,Hannover,1,3,A,19.0,6.0,5.0,5.0
2324,D2,2023-09-03,Hamburg,Hansa Rostock,2,0,H,17.0,7.0,11.0,3.0
2324,D2,2023-09-03,Osnabruck,Elversberg,0,1,A,9.0,10.0,4.0,2.0
2324,I2,2023-09-03,Brescia,Cosenza,1,0,H,7.0,13.0,1.0,1.0
2324,I2,2023-09-03,Cittadella,Venezia,0,0,D,8.0,10.0,4.0,3.0
2324,I2,2023-09-03,Cremonese,Sampdoria,1,1,D,19.0,8.0,11.0,4.0
2324,I2,2023-09-03,Lecco,Catanzaro,3,4,A,17.0,20.0,7.0,8.0
2324,I2,2023-09-03,Spezia,Como,0,1,A,9.0,12.0,1.0,5.0
2324,I2,2023-09-03,Ternana,Bari,0,0,D,13.0,10.0,2.0,1.0
2324,SP2,2023-09-03,Andorra,Tenerife,0,1,A,16.0,10.0,2.0,4.0
2324,SP2,2023-09-03,Eibar,Leganes,0,1,A,20.0,2.0,2.0,1.0
2324,SP2,2023-09-03,Espanol,Amorebieta,3,2,H,21.0,7.0,7.0,4.0
2324,SP2,2023-09-03,Huesca,Mirandes,1,1,D,15.0,13.0,3.0,3.0
2324,SP2,2023-09-03,Zaragoza,Eldense,2,0,H,13.0,8.0,1.0,3.0
2324,SP2,2023-09-08,Levante,Espanol,1,4,A,15.0,17.0,3.0,10.0
2324,SP2,2023-09-09,Burgos,Eibar,1,0,H,6.0,14.0,3.0,2.0
2324,SP2,2023-09-09,Leganes,Huesca,2,0,H,11.0,8.0,7.0,3.0
2324,SP2,2023-09-09,Oviedo,Sp Gijon,0,0,D,6.0,7.0,0.0,1.0
2324,SP2,2023-09-09,Tenerife,Albacete,2,0,H,10.0,14.0,4.0,4.0
2324,SP2,2023-09-10,Cartagena,Zaragoza,1,3,A,19.0,9.0,5.0,5.0
2324,SP2,2023-09-10,Ferrol,Villarreal B,2,2,D,24.0,6.0,8.0,3.0
2324,SP2,2023-09-10,Mirandes,Andorra,4,3,H,17.0,25.0,6.0,7.0
2324,SP2,2023-09-10,Santander,Amorebieta,1,0,H,7.0,7.0,4.0,2.0
2324,SP2,2023-09-10,Valladolid,Elche,1,1,D,14.0,8.0,5.0,3.0
2324,SP2,2023-09-11,Eldense,Alcorcon,2,2,D,17.0,13.0,3.0,4.0
2324,D2,2023-09-15,Nurnberg,Greuther Furth,1,1,D,18.0,9.0,4.0,2.0
2324,D2,2023-09-15,Paderborn,Wehen,2,1,H,17.0,12.0,7.0,5.0
2324,E1,2023-09-15,Hull,Coventry,1,1,D,18.0,8.0,4.0,2.0
2324,E1,2023-09-15,Southampton,Leicester,1,4,A,19.0,15.0,8.0,8.0
2324,I2,2023-09-15,Venezia,Spezia,1,0,H,9.0,23.0,3.0,7.0
2324,SP2,2023-09-15,Zaragoza,Santander,1,1,D,6.0,12.0,2.0,4.0
2324,D2,2023-09-16,Elversberg,Hamburg,2,1,H,16.0,13.0,7.0,6.0
2324,D2,2023-09-16,Hansa Rostock,Fortuna Dusseldorf,1,3,A,23.0,20.0,4.0,5.0
2324,D2,2023-09-16,Karlsruhe,Kaiserslautern,1,1,D,19.0,14.0,6.0,7.0
2324,D2,2023-09-16,Schalke 04,Magdeburg,4,3,H,19.0,12.0,9.0,6.0
2324,E1,2023-09-16,Blackburn,Middlesbrough,2,1,H,15.0,21.0,8.0,6.0
2324,E1,2023-09-16,Bristol City,West Brom,0,0,D,14.0,14.0,3.0,0.0
2324,E1,2023-09-16,Cardiff,Swansea,2,0,H,13.0,9.0,7.0,3.0
2324,E1,2023-09-16,Huddersfield,Rotherham,2,0,H,15.0,7.0,5.0,3.0
2324,E1,2023-09-16,Norwich,Stoke,1,0,H,13.0,13.0,5.0,2.0
2324,E1,2023-09-16,Preston,Plymouth,2,1,H,9.0,18.0,5.0,7.0
2324,E1,2023-09-16,QPR,Sunderland,1,3,A,5.0,22.0,3.0,8.0
2324,E1,2023-09-16,Sheffield Weds,Ipswich,0,1,A,6.0,13.0,0.0,6.0
2324,E1,2023-09-16,Watford,Birmingham,2,0,H,12.0,8.0,4.0,3.0
2324,F2,2023-09-16,Annecy,Troyes,0,0,D,15.0,7.0,0.0,3.0
2324,F2,2023-09-16,Auxerre,Pau FC,2,2,D,24.0,6.0,6.0,4.0
2324,F2,2023-09-16,Bastia,Laval,0,3,A,8.0,9.0,3.0,4.0
2324,F2,2023-09-16,Caen,St Etienne,1,2,A,14.0,8.0,6.0,3.0
2324,F2,2023-09-16,Dunkerque,Grenoble,0,0,D,5.0,18.0,4.0,5.0
2324,F2,2023-09-16,Paris FC,Amiens,3,0,H,12.0,13.0,3.0,3.0
2324,F2,2023-09-16,Quevilly Rouen,Concarneau,2,3,A,23.0,9.0,8.0,6.0
2324,F2,2023-09-16,Rodez,Angers,4,1,H,13.0,9.0,5.0,3.0
2324,F2,2023-09-16,Valenciennes,Bordeaux,1,2,A,11.0,13.0,3.0,5.0
2324,I2,2023-09-16,Ascoli,Palermo,0,1,A,16.0,11.0,1.0,4.0
2324,I2,2023-09-16,Cosenza,Sudtirol,2,2,D,12.0,6.0,5.0,2.0
2324,I2,2023-09-16,FeralpiSalo,Modena,1,1,D,10.0,17.0,1.0,6.0
2324,I2,2023-09-16,Lecco,Brescia,0,2,A,24.0,11.0,7.0,5.0
2324,I2,2023-09-16,Pisa,Bari,1,1,D,7.0,10.0,1.0,3.0
2324,I2,2023-09-16,Reggiana,Cremonese,2,2,D,7.0,37.0,5.0,8.0
2324,SP2,2023-09-16,Albacete,Burgos,2,1,H,19.0,12.0,5.0,3.0
2324,SP2,2023-09-16,Alcorcon,Levante,0,2,A,10.0,21.0,1.0,5.0
2324,SP2,2023-09-16,Huesca,Villarreal B,2,2,D,8.0,7.0,2.0,3.0
2324,SP2,2023-09-16,Valladolid,Cartagena,1,0,H,22.0,9.0,8.0,4.0
2324,D2,2023-09-17,Hannover,Osnabruck,7,0,H,24.0,6.0,15.0,3.0
2324,D2,2023-09-17,Hertha,Braunschweig,3,0,H,15.0,14.0,8.0,4.0
2324,D2,2023-09-17,St Pauli,Holstein Kiel,5,1,H,18.0,13.0,7.0,4.0
2324,E1,2023-09-17,Millwall,Leeds,0,3,A,12.0,14.0,3.0,3.0
2324,I2,2023-09-17,Catanzaro,Parma,0,5,A,12.0,10.0,2.0,7.0
2324,I2,2023-09-17,Como,Ternana,2,1,H,19.0,10.0,5.0,4.0
2324,SP2,2023-09-17,Amorebieta,Mirandes,2,0,H,7.0,10.0,2.0,2.0
2324,SP2,2023-09-17,Eibar,Ferrol,2,0,H,13.0,8.0,6.0,1.0
2324,SP2,2023-09-17,Elche,Leganes,1,0,H,18.0,9.0,5.0,3.0
2324,SP2,2023-09-17,Espanol,Eldense,3,3,D,23.0,6.0,5.0,3.0
2324,SP2,2023-09-17,Sp Gijon,Tenerife,2,1,H,10.0,8.0,4.0,1.0
2324,F2,2023-09-18,Guingamp,Ajaccio,3,0,H,12.0,15.0,5.0,4.0
2324,I2,2023-09-18,Sampdoria,Cittadella,1,2,A,12.0,11.0,5.0,6.0
2324,SP2,2023-09-18,Andorra,Oviedo,1,0,H,5.0,6.0,1.0,2.0
