Season,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST
2324,I2,2023-12-16,Modena,Cittadella,1,1,D,9.0,11.0,2.0,4.0
2324,I2,2023-12-16,Palermo,Pisa,3,2,H,17.0,15.0,7.0,7.0
2324,I2,2023-12-16,Reggiana,Sampdoria,1,2,A,8.0,14.0,3.0,6.0
2324,I2,2023-12-16,Venezia,Sudtirol,2,3,A,9.0,10.0,3.0,3.0
2324,SP2,2023-12-16,Andorra,Espanol,1,1,D,14.0,6.0,3.0,1.0
2324,SP2,2023-12-16,Cartagena,Burgos,0,3,A,9.0,10.0,1.0,5.0
2324,SP2,2023-12-16,Eldense,Santander,3,3,D,13.0,8.0,6.0,4.0
2324,SP2,2023-12-16,Mirandes,Albacete,2,0,H,12.0,11.0,3.0,3.0
2324,SP2,2023-12-16,Sp Gijon,Leganes,1,1,D,17.0,8.0,3.0,2.0
2324,D2,2023-12-17,Braunschweig,Kaiserslautern,2,1,H,17.0,11.0,6.0,0.0
2324,D2,2023-12-17,Karlsruhe,Elversberg,3,2,H,17.0,11.0,7.0,5.0
2324,D2,2023-12-17,St Pauli,Wehen,1,1,D,28.0,5.0,5.0,2.0
2324,E1,2023-12-17,West Brom,Stoke,1,1,D,16.0,9.0,7.0,1.0
2324,I2,2023-12-17,Lecco,Ternana,2,3,A,20.0,13.0,7.0,5.0
2324,SP2,2023-12-17,Alcorcon,Eibar,1,0,H,6.0,18.0,3.0,7.0
2324,SP2,2023-12-17,Amorebieta,Zaragoza,1,1,D,18.0,10.0,7.0,6.0
2324,SP2,2023-12-17,Ferrol,Tenerife,3,1,H,18.0,5.0,7.0,2.0
2324,SP2,2023-12-17,Levante,Huesca,2,1,H,12.0,5.0,6.0,1.0
2324,E1,2023-12-18,Birmingham,Leicester,2,3,A,8.0,14.0,5.0,5.0
2324,SP2,2023-12-18,Villarreal B,Valladolid,1,0,H,11.0,17.0,3.0,5.0
2324,F2,2023-12-19,Ajaccio,Valenciennes,2,1,H,6.0,4.0,3.0,2.0
2324,F2,2023-12-19,Amiens,Caen,0,0,D,14.0,10.0,3.0,3.0
2324,F2,2023-12-19,Angers,Guingamp,1,0,H,7.0,21.0,2.0,5.0
2324,F2,2023-12-19,Annecy,Rodez,1,2,A,16.0,16.0,7.0,6.0
2324,F2,2023-12-19,Concarneau,Grenoble,0,3,A,19.0,11.0,6.0,6.0
2324,F2,2023-12-19,Dunkerque,Bordeaux,0,2,A,14.0,9.0,3.0,2.0
2324,F2,2023-12-19,Laval,Auxerre,1,3,A,5.0,13.0,3.0,5.0
2324,F2,2023-12-19,Paris FC,Quevilly Rouen,2,2,D,10.0,13.0,4.0,5.0
2324,F2,2023-12-19,Pau FC,Troyes,1,1,D,19.0,11.0,5.0,6.0
2324,F2,2023-12-19,St Etienne,Bastia,3,2,H,12.0,11.0,5.0,5.0
2324,SP2,2023-12-19,Albacete,Eldense,1,1,D,9.0,12.0,1.0,2.0
2324,SP2,2023-12-19,Elche,Mirandes,0,0,D,17.0,4.0,1.0,0.0
2324,SP2,2023-12-19,Espanol,Burgos,3,3,D,14.0,12.0,7.0,6.0
2324,SP2,2023-12-19,Santander,Andorra,2,0,H,17.0,9.0,12.0,3.0
2324,SP2,2023-12-20,Eibar,Sp Gijon,1,1,D,15.0,7.0,4.0,4.0
2324,SP2,2023-12-20,Leganes,Tenerife,1,1,D,5.0,6.0,3.0,3.0
2324,SP2,2023-12-20,Zaragoza,Levante,2,2,D,16.0,9.0,4.0,5.0
2324,SP2,2023-12-21,Amorebieta,Alcorcon,1,2,A,7.0,12.0,2.0,5.0
2324,SP2,2023-12-21,Huesca,Cartagena,3,0,H,7.0,12.0,6.0,4.0
2324,SP2,2023-12-21,Valladolid,Ferrol,0,1,A,15.0,10.0,3.0,2.0
2324,SP2,2023-12-21,Villarreal B,Oviedo,1,1,D,15.0,12.0,6.0,2.0
2324,E1,2023-12-22,Bristol City,Hull,3,2,H,21.0,16.0,5.0,4.0
2324,E1,2023-12-22,Swansea,Preston,2,1,H,10.0,9.0,4.0,4.0
2324,E1,2023-12-23,Blackburn,Watford,1,2,A,11.0,18.0,5.0,6.0
2324,E1,2023-12-23,Leeds,Ipswich,4,0,H,9.0,2.0,4.0,0.0
2324,E1,2023-12-23,Leicester,Rotherham,3,0,H,24.0,2.0,11.0,0.0
2324,E1,2023-12-23,Middlesbrough,West Brom,1,0,H,13.0,9.0,4.0,2.0
2324,E1,2023-12-23,Norwich,Huddersfield,2,0,H,21.0,5.0,8.0,1.0
2324,E1,2023-12-23,Plymouth,Birmingham,3,3,D,15.0,13.0,8.0,7.0
2324,E1,2023-12-23,QPR,Southampton,0,1,A,12.0,13.0,2.0,4.0
2324,E1,2023-12-23,Sheffield Weds,Cardiff,1,2,A,18.0,7.0,5.0,3.0
2324,E1,2023-12-23,Stoke,Millwall,0,0,D,19.0,2.0,3.0,1.0
2324,E1,2023-12-23,Sunderland,Coventry,0,3,A,21.0,10.0,6.0,5.0
2324,I2,2023-12-23,Bari,Cosenza,0,0,D,16.0,14.0,4.0,2.0
2324,I2,2023-12-23,Catanzaro,Brescia,2,3,A,10.0,8.0,5.0,6.0
2324,I2,2023-12-23,Cittadella,Spezia,4,1,H,24.0,16.0,7.0,5.0
2324,I2,2023-12-23,Como,Palermo,3,3,D,12.0,12.0,8.0,6.0
2324,I2,2023-12-23,Cremonese,Modena,4,0,H,15.0,8.0,7.0,4.0
2324,I2,2023-12-23,Parma,Ternana,3,1,H,21.0,12.0,8.0,2.0
2324,I2,2023-12-23,Pisa,Ascoli,1,0,H,6.0,10.0,2.0,1.0
2324,I2,2023-12-23,Sampdoria,FeralpiSalo,2,3,A,15.0,21.0,5.0,7.0
2324,I2,2023-12-23,Sudtirol,Reggiana,2,3,A,13.0,7.0,4.0,4.0
2324,I2,2023-12-23,Venezia,Lecco,2,2,D,10.0,6.0,5.0,2.0
2324,E1,2023-12-26,Birmingham,Stoke,1,3,A,14.0,11.0,5.0,5.0
2324,E1,2023-12-26,Cardiff,Plymouth,2,2,D,17.0,13.0,4.0,6.0
2324,E1,2023-12-26,Coventry,Sheffield Weds,2,0,H,9.0,11.0,2.0,2.0
2324,E1,2023-12-26,Huddersfield,Blackburn,3,0,H,12.0,10.0,6.0,1.0
2324,E1,2023-12-26,Hull,Sunderland,0,1,A,10.0,17.0,6.0,3.0
2324,E1,2023-12-26,Ipswich,Leicester,1,1,D,19.0,5.0,2.0,2.0
2324,E1,2023-12-26,Millwall,QPR,2,0,H,13.0,10.0,3.0,1.0
2324,E1,2023-12-26,Preston,Leeds,2,1,H,13.0,11.0,4.0,2.0
2324,E1,2023-12-26,Rotherham,Middlesbrough,1,0,H,3.0,19.0,1.0,5.0
2324,E1,2023-12-26,Southampton,Swansea,5,0,H,11.0,4.0,9.0,1.0
2324,E1,2023-12-26,Watford,Bristol City,1,4,A,13.0,15.0,5.0,5.0
2324,E1,2023-12-26,West Brom,Norwich,1,0,H,21.0,7.0,3.0,3.0
2324,I2,2023-12-26,Ascoli,Cittadella,0,0,D,12.0,11.0,5.0,3.0
2324,I2,2023-12-26,Brescia,Parma,0,2,A,8.0,10.0,0.0,6.0
2324,I2,2023-12-26,Cosenza,Como,1,2,A,4.0,10.0,2.0,6.0
2324,I2,2023-12-26,FeralpiSalo,Venezia,2,2,D,8.0,11.0,3.0,4.0
2324,I2,2023-12-26,Lecco,Sudtirol,2,1,H,10.0,12.0,4.0,5.0
2324,I2,2023-12-26,Palermo,Cremonese,3,2,H,11.0,17.0,6.0,5.0
2324,I2,2023-12-26,Reggiana,Catanzaro,1,0,H,8.0,7.0,2.0,4.0
2324,I2,2023-12-26,Sampdoria,Bari,1,1,D,23.0,11.0,4.0,2.0
2324,I2,2023-12-26,Spezia,Modena,1,1,D,19.0,12.0,2.0,6.0
2324,I2,2023-12-26,Ternana,Pisa,1,1,D,12.0,14.0,7.0,2.0
2324,E1,2023-12-29,Birmingham,Bristol City,0,0,D,5.0,8.0,1.0,0.0
2324,E1,2023-12-29,Cardiff,Leicester,0,2,A,10.0,9.0,2.0,4.0
2324,E1,2023-12-29,Coventry,Swansea,2,2,D,21.0,12.0,5.0,4.0
2324,E1,2023-12-29,Huddersfield,Middlesbrough,1,2,A,16.0,9.0,5.0,5.0
2324,E1,2023-12-29,Hull,Blackburn,3,2,H,21.0,10.0,9.0,4.0
2324,E1,2023-12-29,Ipswich,QPR,0,0,D,7.0,10.0,5.0,2.0
2324,E1,2023-12-29,Millwall,Norwich,1,0,H,11.0,11.0,5.0,3.0
2324,E1,2023-12-29,Preston,Sheffield Weds,0,1,A,9.0,6.0,2.0,3.0
2324,E1,2023-12-29,Rotherham,Sunderland,1,1,D,13.0,10.0,4.0,3.0
2324,E1,2023-12-29,Southampton,Plymouth,2,1,H,26.0,8.0,7.0,1.0
2324,E1,2023-12-29,Watford,Stoke,1,1,D,13.0,14.0,6.0,4.0
2324,E1,2023-12-29,West Brom,Leeds,1,0,H,13.0,15.0,3.0,1.0
2324,E1,2024-01-01,Blackburn,Rotherham,2,2,D,18.0,13.0,9.0,4.0
2324,E1,2024-01-01,Bristol City,Millwall,0,1,A,5.0,11.0,1.0,2.0
2324,E1,2024-01-01,Leeds,Birmingham,3,0,H,21.0,8.0,11.0,1.0
2324,E1,2024-01-01,Leicester,Huddersfield,4,1,H,19.0,12.0,6.0,4.0
2324,E1,2024-01-01,Middlesbrough,Coventry,1,3,A,19.0,17.0,7.0,8.0
2324,E1,2024-01-01,Norwich,Southampton,1,1,D,7.0,21.0,2.0,4.0
2324,E1,2024-01-01,Plymouth,Watford,3,3,D,31.0,18.0,11.0,5.0
2324,E1,2024-01-01,QPR,Cardiff,1,2,A,8.0,10.0,3.0,5.0
2324,E1,2024-01-01,Sheffield Weds,Hull,3,1,H,23.0,5.0,6.0,1.0
2324,E1,2024-01-01,Stoke,Ipswich,0,0,D,8.0,13.0,4.0,2.0
2324,E1,2024-01-01,Sunderland,Preston,2,0,H,7.0,12.0,4.0,3.0
2324,E1,2024-01-01,Swansea,West Brom,1,0,H,10.0,10.0,4.0,5.0
2324,E1,2024-01-12,Hull,Norwich,1,2,A,19.0,9.0,5.0,4.0
2324,I2,2024-01-12,Catanzaro,Lecco,5,3,H,20.0,14.0,9.0,4.0
2324,SP2,2024-01-12,Eibar,Santander,2,0,H,14.0,9.0,6.0,2.0
2324,E1,2024-01-13,Birmingham,Swansea,2,2,D,11.0,6.0,6.0,3.0
2324,E1,2024-01-13,Cardiff,Leeds,0,3,A,9.0,15.0,1.0,7.0
2324,E1,2024-01-13,Coventry,Leicester,3,1,H,14.0,8.0,6.0,4.0
2324,E1,2024-01-13,Huddersfield,Plymouth,1,1,D,13.0,9.0,4.0,3.0
2324,E1,2024-01-13,Ipswich,Sunderland,2,1,H,17.0,10.0,5.0,3.0
2324,E1,2024-01-13,Millwall,Middlesbrough,1,3,A,15.0,14.0,5.0,6.0
2324,E1,2024-01-13,Preston,Bristol City,2,0,H,12.0,15.0,7.0,6.0
2324,E1,2024-01-13,Rotherham,Stoke,0,1,A,3.0,4.0,0.0,3.0
2324,E1,2024-01-13,Southampton,Sheffield Weds,4,0,H,15.0,6.0,7.0,4.0
2324,E1,2024-01-13,West Brom,Blackburn,4,1,H,16.0,12.0,8.0,3.0
2324,F2,2024-01-13,Bastia,Angers,2,0,H,14.0,1.0,5.0,0.0
2324,F2,2024-01-13,Caen,Concarneau,1,0,H,9.0,6.0,2.0,2.0
2324,F2,2024-01-13,Grenoble,Dunkerque,2,2,D,10.0,10.0,4.0,7.0
2324,F2,2024-01-13,Paris FC,Annecy,2,1,H,17.0,7.0,5.0,3.0
2324,F2,2024-01-13,Quevilly Rouen,Guingamp,0,1,A,10.0,10.0,2.0,5.0
2324,F2,2024-01-13,Rodez,Pau FC,2,1,H,11.0,12.0,4.0,5.0
2324,F2,2024-01-13,St Etienne,Laval,0,0,D,14.0,9.0,4.0,3.0
2324,F2,2024-01-13,Troyes,Ajaccio,3,1,H,12.0,9.0,4.0,3.0
2324,F2,2024-01-13,Valenciennes,Amiens,0,1,A,11.0,13.0,2.0,4.0
2324,I2,2024-01-13,Bari,Ternana,3,1,H,16.0,11.0,6.0,1.0
2324,I2,2024-01-13,Cittadella,Palermo,2,0,H,16.0,8.0,6.0,3.0
2324,I2,2024-01-13,Como,Spezia,4,0,H,26.0,13.0,8.0,4.0
2324,I2,2024-01-13,Modena,Brescia,1,2,A,14.0,11.0,2.0,5.0
2324,I2,2024-01-13,Pisa,Reggiana,2,2,D,17.0,7.0,8.0,2.0
2324,I2,2024-01-13,Sudtirol,FeralpiSalo,1,0,H,13.0,17.0,2.0,5.0
2324,SP2,2024-01-13,Alcorcon,Mirandes,0,0,D,14.0,12.0,2.0,2.0
2324,SP2,2024-01-13,Burgos,Valladolid,1,0,H,7.0,20.0,2.0,2.0
2324,SP2,2024-01-13,Ferrol,Espanol,0,0,D,6.0,8.0,1.0,1.0
2324,SP2,2024-01-13,Levante,Albacete,3,2,H,13.0,11.0,8.0,4.0
2324,SP2,2024-01-13,Oviedo,Amorebieta,1,1,D,15.0,14.0,3.0,4.0
2324,SP2,2024-01-13,Tenerife,Elche,0,1,A,10.0,7.0,2.0,3.0
2324,E1,2024-01-14,QPR,Watford,1,2,A,16.0,9.0,7.0,2.0
2324,I2,2024-01-14,Cremonese,Cosenza,1,0,H,12.0,7.0,6.0,4.0
2324,I2,2024-01-14,Parma,Ascoli,1,1,D,19.0,9.0,5.0,3.0
2324,I2,2024-01-14,Venezia,Sampdoria,5,3,H,17.0,7.0,8.0,3.0
2324,SP2,2024-01-14,Andorra,Leganes,2,3,A,18.0,6.0,6.0,4.0
2324,SP2,2024-01-14,Cartagena,Villarreal B,4,1,H,19.0,11.0,6.0,2.0
2324,SP2,2024-01-14,Sp Gijon,Huesca,0,0,D,11.0,9.0,2.0,4.0
2324,F2,2024-01-15,Auxerre,Bordeaux,3,1,H,18.0,12.0,10.0,5.0
2324,SP2,2024-01-15,Eldense,Zaragoza,1,1,D,14.0,4.0,4.0,2.0
2324,D2,2024-01-19,Holstein Kiel,Braunschweig,1,2,A,22.0,15.0,9.0,5.0
2324,D2,2024-01-19,Karlsruhe,Osnabruck,2,1,H,16.0,14.0,4.0,4.0
2324,E1,2024-01-19,Sunderland,Hull,0,1,A,15.0,2.0,3.0,2.0
2324,I2,2024-01-19,Sampdoria,Parma,0,3,A,11.0,12.0,4.0,3.0
2324,D2,2024-01-20,Elversberg,Hannover,2,2,D,8.0,9.0,2.0,3.0
2324,D2,2024-01-20,Nurnberg,Hansa Rostock,3,0,H,8.0,9.0,4.0,2.0
2324,D2,2024-01-20,Schalke 04,Hamburg,0,2,A,27.0,8.0,4.0,6.0
2324,D2,2024-01-20,St Pauli,Kaiserslautern,2,0,H,20.0,13.0,9.0,3.0
2324,E1,2024-01-20,Blackburn,Huddersfield,1,1,D,16.0,8.0,4.0,3.0
2324,E1,2024-01-20,Bristol City,Watford,1,1,D,15.0,14.0,6.0,2.0
2324,E1,2024-01-20,Middlesbrough,Rotherham,1,1,D,15.0,6.0,3.0,2.0
2324,E1,2024-01-20,Norwich,West Brom,2,0,H,13.0,15.0,6.0,3.0
2324,E1,2024-01-20,Plymouth,Cardiff,3,1,H,15.0,6.0,5.0,3.0
2324,E1,2024-01-20,QPR,Millwall,2,0,H,12.0,2.0,5.0,1.0
2324,E1,2024-01-20,Sheffield Weds,Coventry,1,2,A,11.0,16.0,5.0,6.0
2324,E1,2024-01-20,Stoke,Birmingham,1,2,A,22.0,9.0,5.0,5.0
2324,E1,2024-01-20,Swansea,Southampton,1,3,A,15.0,21.0,6.0,10.0
2324,I2,2024-01-20,Brescia,Sudtirol,1,1,D,10.0,9.0,4.0,2.0
2324,I2,2024-01-20,Cosenza,Venezia,4,2,H,22.0,16.0,7.0,5.0
2324,I2,2024-01-20,FeralpiSalo,Catanzaro,3,0,H,13.0,11.0,8.0,3.0
2324,I2,2024-01-20,Lecco,Pisa,1,3,A,18.0,14.0,3.0,5.0
2324,I2,2024-01-20,Palermo,Modena,4,2,H,16.0,11.0,7.0,4.0
2324,I2,2024-01-20,Reggiana,Como,2,2,D,14.0,13.0,4.0,6.0
2324,I2,2024-01-20,Spezia,Cremonese,0,1,A,11.0,10.0,3.0,4.0
2324,I2,2024-01-20,Ternana,Cittadella,3,1,H,15.0,18.0,7.0,4.0
2324,SP2,2024-01-20,Albacete,Alcorcon,0,1,A,16.0,15.0,2.0,3.0
2324,SP2,2024-01-20,Amorebieta,Eldense,0,2,A,10.0,12.0,1.0,7.0
2324,SP2,2024-01-20,Espanol,Villarreal B,2,1,H,9.0,11.0,4.0,3.0
2324,SP2,2024-01-20,Ferrol,Oviedo,1,3,A,9.0,17.0,3.0,9.0
2324,SP2,2024-01-20,Tenerife,Sp Gijon,1,2,A,11.0,11.0,2.0,6.0
2324,SP2,2024-01-20,Zaragoza,Andorra,2,0,H,11.0,8.0,6.0,3.0
2324,D2,2024-01-21,Hertha,Fortuna Dusseldorf,2,2,D,10.0,9.0,4.0,2.0
2324,D2,2024-01-21,Magdeburg,Wehen,1,0,H,12.0,9.0,3.0,3.0
2324,D2,2024-01-21,Paderborn,Greuther Furth,0,1,A,17.0,13.0,8.0,3.0
2324,E1,2024-01-21,Leeds,Preston,2,1,H,20.0,8.0,6.0,2.0
2324,I2,2024-01-21,Ascoli,Bari,2,2,D,25.0,11.0,7.0,4.0
2324,SP2,2024-01-21,Elche,Valladolid,0,0,D,18.0,3.0,2.0,1.0
2324,SP2,2024-01-21,Huesca,Eibar,2,3,A,19.0,14.0,8.0,6.0
2324,SP2,2024-01-21,Mirandes,Levante,1,1,D,15.0,9.0,3.0,2.0
2324,SP2,2024-01-21,Santander,Cartagena,0,2,A,14.0,8.0,3.0,4.0
2324,E1,2024-01-22,Leicester,Ipswich,1,1,D,15.0,11.0,8.0,3.0
2324,SP2,2024-01-22,Leganes,Burgos,2,0,H,11.0,13.0,5.0,5.0
2324,F2,2024-01-23,Amiens,Annecy,1,0,H,14.0,6.0,2.0,2.0
2324,F2,2024-01-23,Angers,Quevilly Rouen,3,2,H,12.0,9.0,3.0,5.0
2324,F2,2024-01-23,Bastia,Caen,1,2,A,9.0,11.0,3.0,5.0
2324,F2,2024-01-23,Bordeaux,Valenciennes,3,1,H,18.0,13.0,10.0,4.0
2324,F2,2024-01-23,Concarneau,Troyes,1,0,H,7.0,9.0,2.0,3.0
2324,F2,2024-01-23,Dunkerque,Ajaccio,2,0,H,7.0,8.0,4.0,1.0
2324,F2,2024-01-23,Grenoble,Auxerre,1,1,D,18.0,14.0,6.0,3.0
2324,F2,2024-01-23,Guingamp,Rodez,3,3,D,16.0,9.0,5.0,5.0
2324,F2,2024-01-23,Laval,Paris FC,1,1,D,11.0,13.0,3.0,3.0
2324,F2,2024-01-23,Pau FC,St Etienne,0,1,A,8.0,19.0,0.0,9.0
2324,E1,2024-01-24,Leeds,Norwich,1,0,H,12.0,5.0,4.0,1.0
2324,D2,2024-01-26,Hannover,Nurnberg,3,0,H,30.0,12.0,11.0,1.0
2324,D2,2024-01-26,Kaiserslautern,Schalke 04,4,1,H,15.0,11.0,6.0,5.0
2324,I2,2024-01-26,Catanzaro,Palermo,1,1,D,12.0,6.0,1.0,3.0
2324,SP2,2024-01-26,Eibar,Mirandes,1,0,H,20.0,11.0,7.0,3.0
2324,D2,2024-01-27,Fortuna Dusseldorf,St Pauli,1,2,A,11.0,14.0,4.0,8.0
2324,D2,2024-01-27,Hansa Rostock,Elversberg,2,1,H,11.0,21.0,4.0,2.0
2324,D2,2024-01-27,Osnabruck,Paderborn,0,0,D,17.0,8.0,2.0,2.0
2324,D2,2024-01-27,Wehen,Hertha,3,1,H,17.0,15.0,7.0,7.0
2324,E1,2024-01-27,Millwall,Preston,1,1,D,17.0,11.0,8.0,4.0
2324,E1,2024-01-27,Sunderland,Stoke,3,1,H,8.0,15.0,5.0,4.0
2324,F2,2024-01-27,Ajaccio,Concarneau,1,0,H,9.0,7.0,3.0,1.0
2324,F2,2024-01-27,Annecy,Pau FC,0,0,D,7.0,11.0,1.0,2.0
2324,F2,2024-01-27,Auxerre,Guingamp,1,1,D,8.0,7.0,3.0,2.0
2324,F2,2024-01-27,Caen,Troyes,0,0,D,19.0,6.0,6.0,0.0
2324,F2,2024-01-27,Paris FC,Dunkerque,1,2,A,19.0,12.0,4.0,2.0
2324,F2,2024-01-27,Quevilly Rouen,Grenoble,1,1,D,17.0,7.0,6.0,3.0
2324,F2,2024-01-27,Rodez,Laval,1,2,A,17.0,11.0,3.0,7.0
2324,F2,2024-01-27,St Etienne,Amiens,0,1,A,18.0,3.0,2.0,3.0
2324,F2,2024-01-27,Valenciennes,Bastia,3,1,H,11.0,10.0,6.0,4.0
2324,I2,2024-01-27,Bari,Reggiana,0,2,A,11.0,11.0,2.0,2.0
2324,I2,2024-01-27,Como,Ascoli,0,2,A,9.0,14.0,5.0,2.0
2324,I2,2024-01-27,Cremonese,Brescia,1,0,H,10.0,5.0,3.0,1.0
2324,I2,2024-01-27,FeralpiSalo,Lecco,5,1,H,11.0,12.0,7.0,7.0
2324,I2,2024-01-27,Modena,Parma,3,0,H,6.0,17.0,4.0,5.0
2324,I2,2024-01-27,Pisa,Spezia,2,3,A,27.0,6.0,12.0,3.0
2324,I2,2024-01-27,Sudtirol,Cosenza,0,1,A,12.0,16.0,3.0,5.0
2324,I2,2024-01-27,Venezia,Ternana,1,0,H,18.0,6.0,5.0,0.0
2324,SP2,2024-01-27,Alcorcon,Zaragoza,0,0,D,9.0,5.0,2.0,1.0
2324,SP2,2024-01-27,Cartagena,Amorebieta,1,0,H,10.0,9.0,4.0,3.0
2324,SP2,2024-01-27,Levante,Tenerife,0,0,D,8.0,8.0,3.0,0.0
2324,SP2,2024-01-27,Oviedo,Leganes,1,0,H,12.0,5.0,6.0,2.0
2324,D2,2024-01-28,Braunschweig,Magdeburg,1,0,H,14.0,8.0,7.0,4.0
2324,D2,2024-01-28,Greuther Furth,Holstein Kiel,2,1,H,22.0,11.0,6.0,2.0
2324,D2,2024-01-28,Hamburg,Karlsruhe,3,4,A,18.0,13.0,10.0,6.0
2324,E1,2024-01-28,QPR,Huddersfield,1,1,D,7.0,13.0,4.0,3.0
2324,I2,2024-01-28,Cittadella,Sampdoria,1,2,A,9.0,7.0,1.0,2.0
2324,SP2,2024-01-28,Andorra,Elche,0,1,A,10.0,14.0,5.0,6.0
2324,SP2,2024-01-28,Burgos,Albacete,2,1,H,20.0,9.0,5.0,4.0
2324,SP2,2024-01-28,Eldense,Espanol,3,2,H,14.0,5.0,5.0,1.0
2324,SP2,2024-01-28,Sp Gijon,Ferrol,1,2,A,13.0,12.0,3.0,4.0
2324,SP2,2024-01-28,Villarreal B,Huesca,1,1,D,16.0,6.0,5.0,2.0
2324,F2,2024-01-29,Bordeaux,Angers,1,0,H,11.0,22.0,2.0,8.0
2324,SP2,2024-01-29,Valladolid,Santander,3,1,H,12.0,8.0,7.0,4.0
2324,E1,2024-01-30,Coventry,Bristol City,2,2,D,11.0,13.0,4.0,5.0
2324,E1,2024-01-30,Leicester,Swansea,3,1,H,14.0,11.0,7.0,3.0
2324,E1,2024-01-31,Sheffield Weds,Watford,0,0,D,19.0,10.0,5.0,2.0
2324,D2,2024-02-02,Karlsruhe,Wehen,2,2,D,11.0,22.0,4.0,7.0
2324,D2,2024-02-02,Magdeburg,Holstein Kiel,1,1,D,21.0,8.0,9.0,3.0
2324,E1,2024-02-02,Bristol City,Leeds,0,1,A,7.0,14.0,1.0,6.0
2324,I2,2024-02-02,Palermo,Bari,3,0,H,18.0,11.0,9.0,2.0
2324,SP2,2024-02-02,Elche,Burgos,2,0,H,16.0,6.0,8.0,2.0
2324,D2,2024-02-03,Hertha,Hamburg,1,2,A,7.0,16.0,3.0,5.0
2324,D2,2024-02-03,Nurnberg,Osnabruck,2,2,D,15.0,20.0,8.0,7.0
2324,D2,2024-02-03,Schalke 04,Braunschweig,1,0,H,18.0,8.0,7.0,1.0
2324,D2,2024-02-03,St Pauli,Greuther Furth,3,2,H,19.0,7.0,13.0,3.0
2324,E1,2024-02-03,Blackburn,QPR,1,2,A,16.0,7.0,6.0,4.0
2324,E1,2024-02-03,Huddersfield,Sheffield Weds,4,0,H,12.0,12.0,6.0,3.0
2324,E1,2024-02-03,Hull,Millwall,1,0,H,9.0,5.0,2.0,1.0
2324,E1,2024-02-03,Norwich,Coventry,2,1,H,21.0,8.0,5.0,5.0
2324,E1,2024-02-03,Preston,Ipswich,3,2,H,10.0,25.0,3.0,9.0
2324,E1,2024-02-03,Rotherham,Southampton,0,2,A,8.0,10.0,2.0,7.0
2324,E1,2024-02-03,Stoke,Leicester,0,5,A,10.0,16.0,4.0,9.0
2324,E1,2024-02-03,Swansea,Plymouth,0,1,A,20.0,9.0,4.0,3.0
2324,E1,2024-02-03,Watford,Cardiff,0,1,A,17.0,10.0,6.0,2.0
2324,E1,2024-02-03,West Brom,Birmingham,1,0,H,10.0,13.0,2.0,5.0
2324,F2,2024-02-03,Amiens,Paris FC,1,1,D,12.0,22.0,2.0,7.0
2324,F2,2024-02-03,Angers,Rodez,2,1,H,16.0,10.0,3.0,4.0
2324,F2,2024-02-03,Concarneau,Valenciennes,1,0,H,9.0,6.0,5.0,1.0
2324,F2,2024-02-03,Dunkerque,St Etienne,1,0,H,7.0,12.0,4.0,2.0
2324,F2,2024-02-03,Grenoble,Caen,5,1,H,9.0,11.0,7.0,8.0
2324,F2,2024-02-03,Guingamp,Annecy,1,4,A,16.0,8.0,6.0,4.0
2324,F2,2024-02-03,Laval,Quevilly Rouen,2,4,A,7.0,13.0,3.0,10.0
2324,F2,2024-02-03,Pau FC,Auxerre,2,2,D,12.0,14.0,5.0,6.0
2324,F2,2024-02-03,Troyes,Bordeaux,2,1,H,12.0,17.0,3.0,6.0
2324,I2,2024-02-03,Brescia,Cittadella,2,0,H,15.0,16.0,9.0,3.0
2324,I2,2024-02-03,Cosenza,Pisa,1,1,D,8.0,11.0,2.0,2.0
2324,I2,2024-02-03,Lecco,Cremonese,0,1,A,8.0,7.0,1.0,3.0
2324,I2,2024-02-03,Parma,Venezia,2,1,H,15.0,14.0,6.0,5.0
2324,I2,2024-02-03,Reggiana,FeralpiSalo,1,1,D,27.0,5.0,4.0,2.0
2324,I2,2024-02-03,Sampdoria,Modena,2,2,D,10.0,17.0,5.0,3.0
2324,I2,2024-02-03,Spezia,Catanzaro,1,1,D,15.0,10.0,5.0,2.0
2324,I2,2024-02-03,Ternana,Como,0,1,A,7.0,28.0,1.0,7.0
2324,SP2,2024-02-03,Albacete,Cartagena,1,1,D,5.0,11.0,2.0,2.0
2324,SP2,2024-02-03,Huesca,Alcorcon,1,0,H,11.0,8.0,3.0,4.0
2324,SP2,2024-02-03,Leganes,Valladolid,0,0,D,9.0,10.0,1.0,0.0
2324,SP2,2024-02-03,Mirandes,Villarreal B,3,0,H,13.0,4.0,6.0,0.0
2324,SP2,2024-02-03,Tenerife,Andorra,0,0,D,12.0,9.0,1.0,3.0
2324,D2,2024-02-04,Elversberg,Kaiserslautern,2,1,H,8.0,13.0,4.0,3.0
2324,D2,2024-02-04,Hannover,Hansa Rostock,2,1,H,15.0,10.0,5.0,4.0
2324,D2,2024-02-04,Paderborn,Fortuna Dusseldorf,4,3,H,11.0,13.0,4.0,6.0
2324,E1,2024-02-04,Middlesbrough,Sunderland,1,1,D,15.0,13.0,2.0,5.0
2324,I2,2024-02-04,Ascoli,Sudtirol,1,2,A,11.0,7.0,3.0,2.0
2324,SP2,2024-02-04,Amorebieta,Santander,0,1,A,10.0,8.0,3.0,1.0
